,location,out,player,position,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_one_on_one,shot_open_goal,shot_outcome,shot_technique,shot_type,under_pressure,shot_saved_to_post,shot_saved_off_target,xG,match_id
3169,"[106.4, 57.4]",,Gonzalo Gerardo Higuaín,Right Center Forward,,Right Foot,,"[113.0, 45.2]",,,,Blocked,Normal,Open Play,,,,0.0012443988,3878546
3170,"[114.9, 46.7]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 40.5, 0.2]",True,,,Goal,Half Volley,Open Play,True,,,0.9867039,3878546
3171,"[104.7, 49.4]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[109.1, 45.0]",True,,,Wayward,Volley,Open Play,,,,0.0008347573,3878546
3172,"[116.3, 44.9]",,Gonzalo Gerardo Higuaín,Right Center Forward,,Right Foot,,"[118.0, 43.5, 0.5]",True,,,Saved,Half Volley,Open Play,True,,,0.0048588375,3878546
3178,"[102.7, 61.1]",True,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 18.4]",True,,,Wayward,Half Volley,Open Play,,,,0.002779607,3878546
3183,"[94.7, 37.4]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[97.8, 37.7]",True,,,Blocked,Normal,Open Play,,,,0.0021774627,3878546
3185,"[94.1, 28.4]",,Mirko Valdifiori,Center Defensive Midfield,,Right Foot,True,"[118.2, 37.5, 0.9]",True,,,Saved,Normal,Open Play,,,,0.0025758506,3878546
3188,"[94.9, 49.0]",,Dries Mertens,Left Center Forward,,Right Foot,,"[120.0, 35.1, 2.8]",,,,Off T,Normal,Free Kick,,,,0.002919165,3878546
3193,"[105.6, 49.1]",,Dries Mertens,Left Center Forward,,Left Foot,,"[120.0, 45.9, 0.2]",,,,Off T,Normal,Open Play,True,,,0.003330522,3878546
3194,"[97.8, 23.2]",,Dries Mertens,Left Center Forward,,Right Foot,,"[120.0, 35.2, 3.7]",,,,Off T,Normal,Free Kick,,,,0.0022374878,3878546
3195,"[100.9, 53.7]",,Manolo Gabbiadini,Right Center Forward,,Left Foot,,"[102.2, 52.8]",True,,,Blocked,Normal,Open Play,True,,,0.0007583444,3878546
3196,"[102.1, 29.5]",,Dries Mertens,Left Center Forward,,Right Foot,,"[120.0, 35.1, 0.2]",,,,Off T,Normal,Open Play,True,,,0.002309939,3878546
3197,"[102.7, 25.1]",,Marek Hamšík,Left Center Midfield,,Left Foot,True,"[118.1, 36.4, 0.2]",,,,Saved,Normal,Open Play,,,,0.00092277036,3878546
3199,"[111.0, 52.3]",True,José María Callejón Bueno,Left Center Forward,,Right Foot,,"[111.3, 0.1]",True,,,Wayward,Volley,Open Play,True,,,0.003310844,3878546
3200,"[104.0, 57.1]",,José María Callejón Bueno,Left Center Forward,,Right Foot,,"[120.0, 34.3, 0.2]",True,,,Off T,Half Volley,Open Play,,,,0.002838698,3878546
7518,"[98.6, 17.5]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 36.4, 3.9]",,,,Off T,Normal,Open Play,,,,0.0034790142,3878558
7520,"[113.2, 34.3]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Left Foot,,"[120.0, 42.4, 0.4]",True,,,Goal,Lob,Open Play,,,,0.99288964,3878558
7521,"[96.3, 26.0]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 44.0, 1.1]",,,,Post,Normal,Open Play,,,,0.045398835,3878558
7523,"[95.4, 35.1]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Left Foot,,"[120.0, 33.0, 5.6]",,,,Off T,Normal,Open Play,,,,0.0018912372,3878558
7525,"[108.9, 52.6]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Right Foot,,"[109.8, 51.7]",True,,,Blocked,Normal,Open Play,True,,,0.0025059555,3878558
7526,"[116.0, 31.9]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Left Foot,,"[120.0, 34.5, 0.5]",True,,,Off T,Half Volley,Open Play,,,,0.0075269807,3878558
7527,"[98.0, 72.9]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 41.9, 4.1]",,,,Off T,Normal,Open Play,,,,0.004881603,3878558
7528,"[109.2, 26.7]",,Lorenzo Insigne,Center Attacking Midfield,,Left Foot,,"[120.0, 45.4, 1.4]",,,,Off T,Normal,Open Play,,,,0.018407367,3878558
7529,"[101.2, 22.6]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[104.4, 25.8]",,,,Blocked,Normal,Open Play,,,,0.0010007342,3878558
7532,"[110.4, 50.6]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Right Foot,,"[120.0, 37.4, 0.3]",True,,,Goal,Half Volley,Open Play,,,,0.9888043,3878558
7533,"[90.3, 39.5]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 33.0, 0.4]",,,,Off T,Normal,Open Play,,,,0.0049649864,3878558
7534,"[111.9, 42.6]",,Kalidou Koulibaly,Left Center Back,True,Head,,"[119.4, 38.9, 2.4]",,,,Saved,Normal,Open Play,True,,,0.003190502,3878558
7535,"[100.2, 38.8]",,Lorenzo Insigne,Center Attacking Midfield,,Left Foot,,"[102.6, 39.2]",,,,Blocked,Normal,Open Play,,,,0.0016780762,3878558
7536,"[105.1, 32.0]",,Lorenzo Insigne,Center Attacking Midfield,,Left Foot,,"[117.0, 39.0, 0.2]",,,,Saved,Normal,Open Play,,,,0.0012239092,3878558
7537,"[96.1, 56.9]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 31.3, 0.4]",,,,Off T,Normal,Open Play,,,,0.0049872743,3878558
7538,"[111.5, 55.7]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Right Foot,,"[111.8, 55.1]",,,,Blocked,Normal,Open Play,True,,,0.0035836382,3878558
7541,"[97.0, 41.2]",,David López Silva,Right Center Midfield,,Right Foot,,"[116.4, 40.0, 0.2]",,,,Saved,Normal,Open Play,,,,0.0026438434,3878558
7543,"[89.6, 37.4]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[92.1, 37.4]",,,,Blocked,Normal,Open Play,True,,,0.0027385158,3878558
7544,"[105.1, 42.8]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Head,,"[120.0, 25.9, 0.6]",,,,Off T,Normal,Open Play,,,,0.0028476692,3878558
7545,"[107.9, 41.0]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Right Foot,,"[110.3, 40.3]",True,,,Blocked,Volley,Open Play,,,,0.0020662232,3878558
7546,"[98.9, 42.5]",,David López Silva,Right Center Midfield,,Right Foot,,"[120.0, 32.8, 4.2]",,,,Off T,Normal,Open Play,,,,0.0027160882,3878558
7547,"[99.2, 28.9]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[100.1, 29.3]",True,,,Blocked,Normal,Open Play,,,,0.0015093468,3878558
7548,"[108.0, 31.3]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 45.0, 2.4]",True,,,Off T,Normal,Open Play,True,,,0.013981443,3878558
7549,"[108.1, 36.7]",,Raúl Albiol i Tortajada,Right Center Back,,Head,,"[118.3, 42.3, 1.3]",,,,Saved,Normal,Open Play,,,,0.0041393857,3878558
7552,"[107.6, 22.5]",,Lorenzo Insigne,Center Attacking Midfield,,Left Foot,,"[120.0, 36.2, 4.5]",,,,Off T,Normal,Open Play,,,,0.0015967808,3878558
7553,"[101.1, 24.5]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[117.9, 38.6, 1.7]",,,,Saved,Normal,Open Play,True,,,0.0011796874,3878558
7554,"[98.2, 44.3]",,David López Silva,Right Center Midfield,,Right Foot,,"[105.2, 41.7]",True,,,Blocked,Normal,Open Play,True,,,0.0024455832,3878558
11250,"[96.8, 50.2]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 37.3, 1.4]",True,,,Goal,Normal,Open Play,,,,0.9466059,3878597
11252,"[95.2, 33.7]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Right Foot,,"[120.0, 60.1, 4.2]",True,,,Off T,Normal,Open Play,True,,,0.0019653002,3878597
11256,"[97.3, 23.4]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[99.4, 24.8]",,,,Blocked,Normal,Open Play,,,,0.0015936808,3878597
11259,"[113.1, 27.7]",,Lorenzo Insigne,Center Attacking Midfield,,Left Foot,,"[114.2, 29.6]",,True,,Blocked,Normal,Open Play,,,,0.0031801306,3878597
11260,"[116.2, 28.8]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[119.1, 35.6, 0.4]",,,,Saved,Half Volley,Open Play,,,,0.004191415,3878597
11261,"[89.7, 45.8]",,Christian Maggio,Right Back,,Right Foot,,"[120.0, 52.1, 1.4]",True,,,Off T,Normal,Open Play,,,,0.0014824605,3878597
11263,"[84.6, 47.3]",,Manolo Gabbiadini,Right Center Forward,,Left Foot,,"[120.0, 46.4, 0.6]",,,,Off T,Normal,Open Play,,,,0.002042271,3878597
11264,"[89.8, 47.9]",,Manolo Gabbiadini,Right Center Forward,,Left Foot,,"[120.0, 33.5, 2.6]",,,,Off T,Normal,Free Kick,,,,0.00513015,3878597
11265,"[56.2, 61.2]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 29.7, 1.0]",,,,Off T,Lob,Open Play,True,,,0.0046339086,3878597
11266,"[103.5, 58.4]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Right Foot,,"[106.0, 55.0]",,,,Blocked,Normal,Open Play,,,,0.0009051835,3878597
11267,"[92.5, 39.1]",,Elseid Hysaj,Left Back,,Right Foot,,"[101.6, 33.2]",True,,,Wayward,Volley,Open Play,,,,0.0012226665,3878597
11268,"[110.8, 33.3]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 43.0, 0.6]",,,,Goal,Normal,Open Play,,,,0.9961196,3878597
11272,"[110.7, 28.0]",,Gonzalo Gerardo Higuaín,Left Center Forward,,Left Foot,,"[120.0, 47.0, 0.2]",True,,,Off T,Normal,Open Play,,,,0.037739765,3878597
11273,"[100.4, 34.5]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 35.5, 3.0]",True,,,Off T,Half Volley,Open Play,,,,0.0012569784,3878597
11275,"[101.2, 22.6]",,Elseid Hysaj,Left Back,,Right Foot,,"[103.1, 24.6]",,,,Blocked,Normal,Open Play,,,,0.0008885264,3878597
11278,"[99.7, 39.8]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[102.0, 40.1]",True,,,Blocked,Normal,Open Play,True,,,0.0018296725,3878597
11279,"[98.2, 39.9]",,Dries Mertens,Left Wing,,Left Foot,,"[100.5, 40.0]",,,,Blocked,Normal,Open Play,True,,,0.002603294,3878597
11280,"[101.2, 54.3]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[118.9, 43.5, 0.5]",True,,,Saved,Normal,Open Play,,,,0.001202846,3878597
15216,"[108.9, 39.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[115.3, 39.5, 0.7]",True,,,Saved,Half Volley,Open Play,,,,0.005213202,3878604
15218,"[99.7, 46.6]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[105.7, 43.8]",True,,,Blocked,Half Volley,Open Play,True,,,0.00081958954,3878604
15219,"[94.4, 27.3]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 42.1, 5.9]",,,,Off T,Normal,Open Play,,,,0.0067932736,3878604
15220,"[62.3, 62.6]",,Raúl Albiol i Tortajada,Right Center Back,,Right Foot,,"[120.0, 42.7, 4.0]",,,,Off T,Lob,Free Kick,,,,0.005559834,3878604
15221,"[96.9, 36.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 36.8, 0.4]",,,,Goal,Normal,Open Play,True,,,0.9429772,3878604
15222,"[111.5, 51.0]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[117.1, 12.7]",True,,,Wayward,Volley,Open Play,,,,0.0024343692,3878604
15223,"[91.9, 28.2]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[117.2, 37.9, 0.2]",,,,Saved,Normal,Open Play,True,,,0.0022695074,3878604
15224,"[93.9, 42.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[98.2, 41.5]",,,,Blocked,Normal,Open Play,True,,,0.003210413,3878604
15225,"[103.9, 42.2]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 42.1, 1.4]",,,,Goal,Normal,Open Play,True,,,0.95370793,3878604
15226,"[109.0, 29.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[111.4, 32.0]",,,,Blocked,Normal,Open Play,True,,,0.0033058077,3878604
15227,"[103.0, 22.7]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.9, 36.8, 0.3]",,,,Saved,Normal,Open Play,True,,,0.0020994393,3878604
15228,"[105.2, 38.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[114.4, 38.6, 0.5]",,,,Saved,Normal,Open Play,,,,0.0033422206,3878604
15229,"[115.2, 31.6]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[120.0, 37.8, 0.5]",True,,,Goal,Half Volley,Open Play,,,,0.98494637,3878604
15231,"[110.7, 52.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 37.3, 1.4]",,True,,Goal,Normal,Open Play,True,,,0.98662937,3878604
15234,"[107.7, 21.8]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 35.2, 5.3]",,,,Off T,Normal,Open Play,,,,0.0022300645,3878604
15235,"[108.8, 29.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.7, 36.7, 1.4]",,,,Saved,Normal,Open Play,True,,,0.0031716244,3878604
15237,"[100.5, 37.2]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 40.2, 0.2]",True,,,Goal,Normal,Open Play,,,,0.9558765,3878604
15238,"[102.7, 23.2]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 40.2, 4.8]",,,,Off T,Normal,Open Play,,,,0.0031607975,3878604
15242,"[91.3, 28.5]",,Omar El Kaddouri,Left Wing,,Right Foot,,"[120.0, 46.1, 6.8]",,,,Off T,Normal,Open Play,,,,0.0018525374,3878604
19023,"[98.4, 37.7]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[101.6, 38.3]",,,,Blocked,Normal,Open Play,,,,0.0026485275,3879539
19025,"[93.7, 25.2]",,Dries Mertens,Right Wing,,Right Foot,,"[102.7, 29.2]",,,,Blocked,Normal,Free Kick,,,,0.0015074185,3879539
19027,"[99.4, 44.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 44.5, 3.9]",True,,,Off T,Normal,Open Play,,,,0.0015067274,3879539
19028,"[110.6, 44.2]",,Kalidou Koulibaly,Left Center Back,True,Head,,"[120.0, 30.7, 1.0]",,,,Off T,Normal,Open Play,True,,,0.005650982,3879539
19029,"[102.6, 37.9]",,Dries Mertens,Right Wing,,Left Foot,,"[104.0, 37.9]",True,,,Blocked,Normal,Open Play,,,,0.000975435,3879539
19031,"[112.6, 36.9]",,Marek Hamšík,Left Center Midfield,,Head,,"[118.1, 38.2, 1.2]",,,,Saved,Normal,Open Play,,,,0.0040507335,3879539
19032,"[107.1, 44.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[108.1, 44.1]",,,,Blocked,Half Volley,Open Play,,,,0.001506115,3879539
19034,"[109.1, 46.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[112.0, 44.4, 1.3]",True,,,Saved,Normal,Open Play,,,,0.00183124,3879539
19035,"[105.2, 50.1]",,Dries Mertens,Right Wing,,Right Foot,,"[106.1, 49.5]",,,,Blocked,Normal,Open Play,,,,0.0008753559,3879539
19036,"[108.8, 44.3]",,Raúl Albiol i Tortajada,Right Center Back,True,Head,,"[118.2, 40.8, 1.3]",,,,Saved,Normal,Open Play,True,,,0.0027784994,3879539
19038,"[94.5, 29.3]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 42.2, 4.6]",,,,Off T,Normal,Open Play,True,,,0.0055073434,3879539
19040,"[93.4, 26.9]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 42.1, 4.2]",,,,Off T,Normal,Open Play,,,,0.0067932736,3879539
19041,"[92.9, 30.9]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 35.2, 0.9]",,,,Off T,Normal,Open Play,True,,,0.0052268305,3879539
19043,"[89.6, 35.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 41.2, 6.6]",,,,Off T,Normal,Open Play,,,,0.0050756866,3879539
19044,"[86.3, 26.7]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[91.7, 28.7]",,,,Blocked,Normal,Open Play,,,,0.0013198635,3879539
19046,"[105.0, 26.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 43.7, 4.8]",,,,Off T,Normal,Open Play,,,,0.004226746,3879539
19047,"[83.2, 26.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 46.4, 5.7]",,,,Off T,Normal,Open Play,,,,0.0018525374,3879539
19048,"[109.4, 55.4]",,Lorenzo Insigne,Center Attacking Midfield,,Right Foot,,"[120.0, 45.1, 0.9]",True,,,Off T,Half Volley,Open Play,,,,0.013811814,3879539
19049,"[104.7, 41.8]",,Manolo Gabbiadini,Right Wing,,Left Foot,,"[120.0, 33.8, 1.0]",True,,,Off T,Half Volley,Open Play,,,,0.0018744844,3879539
19052,"[93.9, 32.8]",,Manolo Gabbiadini,Right Wing,,Left Foot,,"[96.2, 33.4]",,,,Blocked,Normal,Open Play,,,,0.0015422808,3879539
19053,"[92.0, 36.8]",,Manolo Gabbiadini,Right Wing,,Left Foot,,"[120.0, 45.9, 1.0]",,,,Off T,Normal,Open Play,,,,0.0015072396,3879539
23007,"[93.6, 18.9]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 40.4, 7.1]",True,,,Off T,Half Volley,Open Play,,,,0.0041277986,3879548
23008,"[103.8, 37.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 37.3, 5.1]",True,,,Off T,Half Volley,Open Play,True,,,0.0045400155,3879548
23009,"[91.9, 35.0]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[117.6, 39.2, 0.5]",,,,Saved,Normal,Open Play,,,,0.002213674,3879548
23011,"[99.7, 28.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 48.6, 1.0]",,,,Off T,Normal,Open Play,,,,0.0036752545,3879548
23012,"[99.9, 38.0]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 37.5, 0.2]",True,,,Goal,Normal,Open Play,,,,0.971403,3879548
23014,"[106.2, 42.4]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[120.0, 30.7, 1.2]",True,,,Off T,Half Volley,Open Play,True,,,0.0023231758,3879548
23015,"[108.5, 23.2]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 47.8, 0.6]",,,,Off T,Normal,Open Play,,,,0.018648412,3879548
23019,"[103.1, 24.9]",,Dries Mertens,Left Wing,,Right Foot,,"[105.0, 26.8]",,,,Blocked,Normal,Open Play,,,,0.0011575144,3879548
23022,"[95.9, 40.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[116.0, 40.8, 1.5]",True,,,Saved,Normal,Open Play,,,,0.0035646067,3879548
23023,"[109.7, 59.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[110.8, 57.5]",,,,Blocked,Normal,Open Play,,,,0.0017242907,3879548
23024,"[108.5, 27.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 41.6, 1.5]",,,,Goal,Normal,Open Play,True,,,0.9800046,3879548
23026,"[96.1, 16.1]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[117.3, 39.8, 0.5]",,,,Saved,Normal,Open Play,,,,0.0019098496,3879548
23028,"[97.6, 49.1]",,Dries Mertens,Left Wing,,Right Foot,,"[98.8, 48.8]",,,,Blocked,Normal,Open Play,,,,0.00083011703,3879548
23031,"[96.8, 3.6]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 25.9, 0.9]",True,,,Off T,Normal,Open Play,,,,0.005069095,3879548
26938,"[107.1, 46.5]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 43.0, 0.0]",,True,,Goal,Normal,Open Play,,,,0.98276734,3879562
26940,"[94.7, 39.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[115.8, 38.0, 0.3]",,,,Saved,Normal,Open Play,True,,,0.005145517,3879562
26943,"[100.5, 57.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 32.2, 0.2]",,,,Off T,Normal,Open Play,True,,,0.0067333905,3879562
26945,"[94.2, 29.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[96.6, 30.5]",,,,Blocked,Normal,Open Play,,,,0.0021894742,3879562
26947,"[112.1, 44.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[112.8, 44.1]",True,,,Blocked,Backheel,Open Play,True,,,0.002728407,3879562
26948,"[112.6, 30.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 42.8, 1.8]",True,,,Goal,Normal,Open Play,True,,,0.990917,3879562
26949,"[94.9, 46.6]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 36.1, 6.4]",True,,,Off T,Normal,Open Play,,,,0.002692536,3879562
26950,"[105.0, 28.6]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[106.3, 29.6]",True,,,Blocked,Normal,Open Play,,,,0.0007398955,3879562
26952,"[109.9, 49.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[111.2, 47.8]",,,,Blocked,Normal,Open Play,True,,,0.0017242907,3879562
26954,"[94.4, 24.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 36.5, 2.0]",,,,Goal,Normal,Free Kick,,,,0.8527382,3879562
26956,"[115.1, 43.6]",,Manolo Gabbiadini,Center Forward,,Left Foot,,"[120.0, 45.8, 0.0]",True,,,Off T,Normal,Open Play,,,,0.013804332,3879562
30883,"[88.4, 28.6]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[118.5, 37.0, 1.3]",,,,Saved,Normal,Open Play,,,,0.0023165904,3879572
30884,"[91.7, 39.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[118.4, 37.0, 1.1]",,,,Saved,Normal,Free Kick,,,,0.0027989459,3879572
30889,"[114.4, 43.2]",,Gonzalo Gerardo Higuaín,Center Forward,True,Head,,"[120.0, 45.4, 2.0]",,,,Off T,Normal,Open Play,True,,,0.010321131,3879572
30890,"[106.1, 26.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 43.9, 0.0]",True,,,Goal,Normal,Open Play,,,,0.9763866,3879572
30891,"[100.5, 43.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[101.8, 43.7]",,,,Blocked,Normal,Open Play,,,,0.0017302204,3879572
