,location,out,player,position,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_one_on_one,shot_open_goal,shot_outcome,shot_technique,shot_type,under_pressure,shot_saved_to_post,shot_saved_off_target,xG,match_id
30892,"[106.5, 55.8]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[110.4, 50.6]",,,,Blocked,Normal,Open Play,,,,0.0011153298,3879572
30893,"[112.0, 38.2]",,Raúl Albiol i Tortajada,Right Center Back,,Head,,"[120.0, 36.6, 3.4]",,,,Off T,Normal,Open Play,,,,0.0059758215,3879572
30897,"[106.2, 50.9]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 21.8, 0.0]",,,,Off T,Normal,Open Play,,,,0.0031091725,3879572
30898,"[107.4, 62.0]",,Elseid Hysaj,Right Back,,Left Foot,,"[117.6, 44.4, 0.0]",,,,Saved,Normal,Open Play,True,,,0.0008728893,3879572
30899,"[94.5, 49.5]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 45.3, 2.0]",True,,,Off T,Half Volley,Open Play,,,,0.0013373105,3879572
30901,"[99.7, 38.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[115.4, 38.0, 0.4]",,,,Saved,Normal,Open Play,,,,0.0045034736,3879572
30902,"[107.6, 33.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 42.3, 0.0]",,True,,Goal,Normal,Open Play,True,,,0.98589087,3879572
30903,"[96.3, 21.4]",,Omar El Kaddouri,Left Wing,,Right Foot,,"[104.6, 27.1]",,,,Blocked,Normal,Free Kick,,,,0.0021894742,3879572
34899,"[112.1, 54.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[118.3, 44.2, 0.0]",,,,Saved,Normal,Open Play,,,,0.002275012,3879581
34901,"[97.4, 27.0]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[107.6, 34.3]",,,,Blocked,Normal,Open Play,True,,,0.0015936808,3879581
34902,"[109.4, 48.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,True,"[115.9, 44.4, 0.2]",,,,Saved to Post,Normal,Open Play,True,True,,0.0024522569,3879581
34903,"[99.0, 44.8]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 43.1, 7.4]",True,,,Off T,Volley,Open Play,True,,,0.0057430593,3879581
34904,"[94.1, 49.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 38.4, 5.4]",,,,Off T,Half Volley,Open Play,,,,0.009010703,3879581
34905,"[93.5, 40.8]",True,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 36.1, 0.4]",,,,Post,Normal,Open Play,,,,0.009389237,3879581
34906,"[95.4, 33.3]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 32.2, 0.0]",,,,Off T,Normal,Open Play,,,,0.006568134,3879581
34908,"[108.0, 29.7]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[110.4, 31.6]",,,,Blocked,Normal,Open Play,,,,0.0025076605,3879581
34909,"[107.7, 36.9]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[113.5, 64.8]",True,,,Wayward,Half Volley,Open Play,,,,0.001722326,3879581
34910,"[96.6, 39.1]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[114.5, 42.2, 1.3]",,,,Saved,Normal,Open Play,,,,0.002346692,3879581
34911,"[109.2, 32.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 36.9, 2.3]",True,,,Goal,Normal,Open Play,True,,,0.9748657,3879581
34912,"[108.6, 40.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 37.0, 4.3]",,,,Off T,Normal,Open Play,True,,,0.007821271,3879581
34913,"[103.4, 24.9]",,Kalidou Koulibaly,Left Center Back,,Left Foot,,"[116.9, 36.5, 0.2]",,,,Saved,Normal,Open Play,,,,0.00087930367,3879581
34914,"[103.8, 30.1]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 37.3, 5.8]",,,,Off T,Normal,Open Play,True,,,0.0028700652,3879581
34915,"[97.3, 47.0]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 35.4, 0.1]",,,,Off T,Normal,Open Play,,,,0.0049872743,3879581
34917,"[103.2, 53.5]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 34.8, 0.2]",,,,Off T,Normal,Open Play,,,,0.0035669007,3879581
34918,"[105.7, 44.1]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 36.9, 6.2]",True,,,Off T,Normal,Open Play,,,,0.0077377823,3879581
34922,"[99.5, 50.2]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[103.1, 48.3]",,,,Blocked,Normal,Open Play,,,,0.000616158,3879581
39201,"[96.8, 41.9]",,David López Silva,Right Center Midfield,,Right Foot,,"[100.8, 41.3]",,,,Blocked,Normal,Open Play,,,,0.0026438434,3879593
39203,"[100.2, 33.2]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 33.2, 1.6]",,,,Off T,Normal,Open Play,,,,0.0029666445,3879593
39204,"[106.6, 41.1]",,Gonzalo Gerardo Higuaín,Center Forward,True,Head,,"[118.0, 42.7, 0.6]",,,,Saved,Normal,Open Play,True,,,0.0041724904,3879593
39205,"[103.4, 31.4]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 45.2, 0.2]",True,,,Off T,Normal,Open Play,True,,,0.0038633929,3879593
39207,"[99.6, 24.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 49.8, 6.8]",,,,Off T,Normal,Open Play,,,,0.0020291382,3879593
39208,"[101.3, 22.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 32.1, 1.3]",,,,Off T,Half Volley,Open Play,,,,0.0027136172,3879593
39209,"[101.8, 30.1]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[116.3, 37.9, 0.2]",,,,Saved,Normal,Open Play,,,,0.0022608615,3879593
39210,"[104.9, 30.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[107.2, 32.1]",,,,Blocked,Normal,Open Play,,,,0.0012430288,3879593
39212,"[110.5, 22.7]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[117.3, 36.3, 1.7]",,,,Saved,Normal,Open Play,,,,0.0022993018,3879593
39213,"[107.0, 25.2]",,Lorenzo Insigne,Left Wing,,Left Foot,,"[115.2, 36.5, 0.3]",True,,,Saved to Post,Normal,Open Play,,True,,0.0018421464,3879593
39214,"[93.5, 48.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 36.8, 0.3]",,,,Goal,Normal,Open Play,,,,0.9619469,3879593
39216,"[98.8, 41.0]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[117.1, 43.0, 0.4]",,,,Saved,Normal,Open Play,,,,0.0059190067,3879593
39217,"[97.3, 26.9]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[99.9, 28.8]",,,,Blocked,Normal,Open Play,,,,0.001395408,3879593
39220,"[101.0, 38.4]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[114.7, 38.8, 0.3]",,,,Saved,Normal,Open Play,,,,0.0014417706,3879593
39222,"[98.6, 29.1]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 46.2, 3.7]",,,,Off T,Normal,Open Play,,,,0.0018525374,3879593
39223,"[94.6, 49.3]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 44.6, 7.0]",,,,Off T,Normal,Open Play,True,,,0.0009732553,3879593
39224,"[98.9, 35.0]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 44.0, 0.2]",True,,,Post,Normal,Open Play,True,,,0.056526337,3879593
39225,"[108.3, 49.6]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[115.8, 43.5, 1.3]",True,,,Saved,Half Volley,Open Play,,,,0.0018941595,3879593
39226,"[103.5, 53.5]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 45.1, 5.8]",,,,Off T,Normal,Open Play,,,,0.00097587984,3879593
39227,"[100.5, 48.1]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[102.6, 47.4]",,,,Blocked,Normal,Open Play,,,,0.00079434813,3879593
39228,"[109.0, 27.1]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 36.0, 0.2]",,,,Post,Normal,Open Play,,,,0.008478113,3879593
39229,"[105.2, 26.5]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 43.4, 0.5]",,,,Goal,Normal,Open Play,,,,0.982383,3879593
39230,"[94.3, 34.3]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[97.7, 34.5]",,,,Blocked,Normal,Open Play,,,,0.0017863009,3879593
39231,"[94.1, 38.3]",,Dries Mertens,Left Wing,,Right Foot,,"[95.5, 38.4]",,,,Blocked,Normal,Open Play,,,,0.002785892,3879593
42671,"[105.3, 54.5]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[107.5, 51.8]",True,,,Blocked,Normal,Open Play,,,,0.0015403185,3879604
42672,"[100.2, 51.5]",,José María Callejón Bueno,Right Wing,,Left Foot,,"[117.9, 39.8, 1.3]",,,,Saved,Normal,Open Play,,,,0.0014816448,3879604
42674,"[111.8, 25.2]",,Dries Mertens,Left Wing,,Right Foot,,"[120.0, 45.2, 0.8]",,,,Off T,Normal,Open Play,True,,,0.037139796,3879604
42675,"[114.1, 55.3]",,Dries Mertens,Left Wing,,Right Foot,,"[115.1, 53.0, 0.3]",True,,,Saved,Normal,Open Play,,,,0.0023377945,3879604
42678,"[106.6, 56.0]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 30.7, 0.5]",,,,Off T,Normal,Open Play,,,,0.0063173873,3879604
42680,"[86.2, 39.7]",,Elseid Hysaj,Right Back,,Left Foot,,"[99.1, 42.5]",True,,,Wayward,Half Volley,Open Play,,,,0.002474701,3879604
42681,"[97.4, 34.5]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 45.7, 4.7]",,,,Off T,Normal,Open Play,,,,0.0017095795,3879604
42684,"[110.9, 23.4]",,Dries Mertens,Left Wing,,Right Foot,,"[119.0, 35.9, 0.2]",,,,Saved,Normal,Open Play,True,,,0.0037406073,3879604
42685,"[105.2, 36.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[113.0, 40.1]",,,,Blocked,Normal,Open Play,True,,,0.002530046,3879604
42687,"[107.7, 54.4]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 32.7, 0.2]",,,,Off T,Normal,Open Play,True,,,0.0031091725,3879604
42689,"[106.2, 35.6]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[118.3, 36.5, 0.5]",True,,,Saved,Volley,Open Play,,,,0.001647648,3879604
42690,"[99.5, 27.7]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[101.3, 28.7]",,,,Blocked,Normal,Open Play,True,,,0.0022483936,3879604
42691,"[90.0, 35.9]",,Manolo Gabbiadini,Right Wing,,Left Foot,,"[92.7, 35.4]",,,,Blocked,Normal,Open Play,True,,,0.0011693733,3879604
42693,"[94.4, 48.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[115.3, 43.9, 1.7]",,,,Saved,Normal,Open Play,,,,0.0007615939,3879604
42694,"[112.9, 37.7]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 35.3, 0.6]",True,,,Off T,Volley,Open Play,True,,,0.009213073,3879604
42695,"[92.7, 50.2]",,Manolo Gabbiadini,Right Wing,,Left Foot,True,"[119.2, 40.6, 0.4]",,,,Saved,Normal,Free Kick,,,,0.0020576075,3879604
42696,"[94.5, 37.2]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[118.2, 43.1, 1.7]",,,,Saved,Normal,Open Play,True,,,0.0021041157,3879604
46314,"[92.0, 37.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[103.5, 37.2]",,,,Blocked,Normal,Free Kick,,,,0.0034525504,3879609
46316,"[107.3, 35.0]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 35.3, 0.7]",,,,Off T,Half Volley,Open Play,True,,,0.0052238787,3879609
46319,"[111.8, 50.9]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[113.7, 48.1, 0.8]",,True,,Saved,Normal,Open Play,,,,0.0026421153,3879609
46320,"[96.9, 36.1]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 34.8, 1.5]",,,,Off T,Normal,Open Play,,,,0.003003986,3879609
46321,"[96.4, 48.5]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[98.0, 47.8]",,,,Blocked,Normal,Open Play,True,,,0.0010116136,3879609
46322,"[109.4, 26.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 45.3, 0.2]",,,,Off T,Normal,Open Play,True,,,0.026413487,3879609
46323,"[107.1, 32.5]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[108.2, 33.1]",True,,,Blocked,Backheel,Open Play,True,,,0.0014409744,3879609
46324,"[97.2, 46.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[99.0, 46.3]",,,,Blocked,Normal,Open Play,True,,,0.0010116136,3879609
46325,"[102.6, 35.5]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[107.7, 37.4]",,,,Blocked,Normal,Open Play,,,,0.0015426442,3879609
46326,"[95.9, 55.7]",,Elseid Hysaj,Right Back,,Right Foot,,"[116.6, 41.7, 0.2]",,,,Saved,Normal,Open Play,True,,,0.002514881,3879609
46327,"[110.3, 26.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 43.4, 0.3]",,True,,Goal,Normal,Open Play,,,,0.9911116,3879609
46329,"[111.0, 44.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.8, 41.3, 0.5]",True,,,Saved,Overhead Kick,Open Play,,,,0.0038153855,3879609
46330,"[107.2, 55.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 35.3, 3.3]",True,,,Off T,Lob,Open Play,True,,,0.0026551485,3879609
46332,"[95.5, 29.1]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.6, 43.4, 1.2]",,,,Saved Off Target,Half Volley,Open Play,,,True,0.001769497,3879609
46334,"[107.1, 39.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[110.1, 39.4]",True,,,Blocked,Normal,Open Play,,,,0.0031940283,3879609
46336,"[113.9, 53.1]",,Elseid Hysaj,Right Back,,Right Foot,,"[119.0, 44.5, 1.9]",,True,,Saved,Normal,Open Play,True,,,0.0017295822,3879609
50514,"[114.5, 48.1]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[117.9, 43.9, 0.5]",,True,,Saved,Normal,Open Play,True,,,0.0040081413,3879620
50515,"[101.6, 46.7]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 34.1, 0.5]",True,,,Off T,Half Volley,Open Play,,,,0.0048302882,3879620
50516,"[96.8, 30.2]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[98.9, 31.0]",,,,Blocked,Normal,Open Play,,,,0.0023020841,3879620
50517,"[114.5, 55.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 49.6, 2.7]",True,,,Off T,Half Volley,Open Play,True,,,0.0037835715,3879620
50518,"[92.5, 34.5]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 35.3, 2.9]",,,,Off T,Normal,Open Play,True,,,0.002038203,3879620
50519,"[91.0, 21.8]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[117.1, 41.7, 1.3]",True,,,Saved,Normal,Open Play,,,,0.0023771499,3879620
50520,"[94.3, 35.1]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[117.5, 40.1, 0.2]",,,,Saved,Normal,Open Play,True,,,0.002741874,3879620
50521,"[88.7, 29.0]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 47.0, 1.3]",,,,Off T,Normal,Open Play,,,,0.00335587,3879620
50522,"[113.9, 51.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[118.6, 44.9, 1.1]",True,,,Saved,Normal,Open Play,True,,,0.0022092822,3879620
50523,"[89.6, 45.2]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[120.0, 30.8, 0.5]",,,,Off T,Normal,Open Play,True,,,0.0053437073,3879620
50525,"[90.6, 29.3]",,Jorge Luiz Frello Filho,Center Defensive Midfield,,Right Foot,,"[120.0, 49.4, 6.0]",,,,Off T,Normal,Open Play,,,,0.0015619664,3879620
50526,"[103.8, 39.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 38.0, 0.2]",,,,Goal,Normal,Open Play,,,,0.96253335,3879620
50528,"[95.7, 39.7]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 45.1, 0.5]",,,,Off T,Normal,Open Play,True,,,0.0038625048,3879620
50529,"[87.4, 39.6]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 31.2, 5.3]",,,,Off T,Normal,Open Play,,,,0.0025163947,3879620
50530,"[115.5, 38.7]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[120.0, 40.3, 0.3]",True,,,Goal,Normal,Open Play,True,,,0.9828683,3879620
50531,"[96.2, 27.8]",,Jorge Luiz Frello Filho,Center Defensive Midfield,,Right Foot,,"[118.0, 38.5, 0.3]",,,,Saved,Normal,Open Play,,,,0.0024300735,3879620
50532,"[110.3, 47.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[112.1, 46.0, 0.5]",True,,,Saved,Normal,Open Play,,,,0.002728407,3879620
50533,"[106.3, 39.1]",,Vlad Iulian Chiricheș,Left Center Back,True,Head,,"[109.6, 36.8]",,,,Wayward,Normal,Open Play,True,,,0.0025121397,3879620
50534,"[110.7, 24.8]",True,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[117.4, 80.0]",True,,,Wayward,Half Volley,Open Play,True,,,0.004718112,3879620
50536,"[107.2, 49.3]",,Omar El Kaddouri,Right Wing,,Right Foot,,"[120.0, 31.1, 0.2]",,,,Off T,Normal,Open Play,,,,0.0031091725,3879620
50537,"[111.3, 45.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[115.9, 42.9, 0.2]",,,,Saved,Normal,Open Play,,,,0.009763021,3879620
50538,"[110.6, 41.4]",,Vlad Iulian Chiricheș,Left Center Back,True,Head,,"[111.1, 40.5]",,,,Wayward,Normal,Open Play,True,,,0.0042016013,3879620
50539,"[116.1, 50.7]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[116.5, 49.9, 0.3]",True,,,Saved,Normal,Open Play,,,,0.002728407,3879620
54793,"[105.9, 47.0]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 42.8, 1.3]",,,,Goal,Normal,Open Play,True,,,0.9849716,3879635
54794,"[109.2, 48.6]",True,José María Callejón Bueno,Right Wing,,Right Foot,,"[120.0, 59.9]",True,,,Wayward,Half Volley,Open Play,,,,0.007759832,3879635
54795,"[102.4, 23.9]",,Marek Hamšík,Left Center Midfield,,Left Foot,,"[120.0, 33.8, 6.7]",True,,,Off T,Normal,Open Play,,,,0.0010276928,3879635
54796,"[104.7, 19.6]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[106.8, 22.8]",True,,,Blocked,Normal,Open Play,,,,0.0010902097,3879635
54800,"[101.4, 41.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[102.8, 41.6]",,,,Blocked,Normal,Open Play,True,,,0.0026537522,3879635
54803,"[81.6, 39.9]",,Faouzi Ghoulam,Left Back,,Left Foot,,"[120.0, 43.3, 7.5]",,,,Off T,Normal,Free Kick,,,,0.001971568,3879635
54804,"[112.1, 33.0]",,Gonzalo Gerardo Higuaín,Center Forward,True,Head,,"[120.0, 32.2, 4.7]",,,,Off T,Normal,Open Play,True,,,0.0038630352,3879635
54806,"[110.0, 30.3]",,Marek Hamšík,Left Center Midfield,,Head,,"[116.9, 35.3, 1.1]",,,,Saved,Normal,Open Play,,,,0.0020994602,3879635
54807,"[93.8, 46.0]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 41.6, 5.2]",,,,Off T,Normal,Open Play,,,,0.004555852,3879635
54808,"[106.0, 49.8]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 37.3, 1.1]",,True,,Goal,Normal,Open Play,,,,0.9825848,3879635
54811,"[107.9, 23.7]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[108.4, 24.3]",,,,Blocked,Normal,Open Play,,,,0.001942303,3879635
54814,"[103.4, 30.7]",,Gonzalo Gerardo Higuaín,Center Forward,,Left Foot,,"[114.8, 38.8, 0.8]",,,,Saved,Normal,Open Play,True,,,0.0016063788,3879635
59185,"[88.1, 34.5]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 34.6, 0.8]",,,,Off T,Normal,Open Play,,,,0.0044603986,3879645
59186,"[108.8, 53.1]",,José María Callejón Bueno,Right Wing,,Right Foot,,"[117.5, 43.7, 0.5]",,,,Saved,Normal,Open Play,,,,0.0025364622,3879645
59190,"[112.1, 34.8]",,Lorenzo Insigne,Left Wing,,Head,,"[118.7, 36.9, 2.1]",,,,Saved,Normal,Open Play,,,,0.0026943805,3879645
59191,"[100.0, 40.1]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[104.1, 40.6]",,,,Blocked,Normal,Open Play,,,,0.005260795,3879645
59192,"[105.9, 50.9]",,José María Callejón Bueno,Right Wing,,Left Foot,True,"[118.9, 44.0, 0.9]",True,,,Saved to Post,Volley,Open Play,,True,,0.0006239236,3879645
59193,"[105.4, 39.3]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 37.4, 6.4]",True,,,Off T,Normal,Open Play,,,,0.0067247283,3879645
59194,"[101.3, 30.0]",,Allan Marques Loureiro,Right Center Midfield,,Right Foot,,"[120.0, 45.5, 0.5]",,,,Off T,Normal,Open Play,,,,0.003676912,3879645
59197,"[100.8, 21.7]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[106.1, 27.5]",,,,Blocked,Normal,Open Play,,,,0.001466679,3879645
59198,"[115.1, 37.6]",,Gonzalo Gerardo Higuaín,Center Forward,,Head,,"[116.5, 37.7, 1.7]",,,,Saved,Normal,Open Play,,,,0.0034912475,3879645
59203,"[92.0, 28.3]",,Dries Mertens,Right Wing,,Right Foot,,"[117.8, 35.9, 0.5]",,,,Saved,Normal,Open Play,,,,0.0015074185,3879645
59205,"[104.3, 30.4]",,Marek Hamšík,Left Center Midfield,,Right Foot,,"[105.7, 31.3]",,,,Blocked,Normal,Open Play,True,,,0.0009164045,3879645
59206,"[104.0, 56.4]",,Lorenzo Insigne,Left Wing,,Right Foot,,"[120.0, 44.2, 6.3]",,,,Off T,Normal,Open Play,,,,0.0011127987,3879645
59207,"[111.4, 49.7]",True,Dries Mertens,Right Wing,,Right Foot,,"[116.8, 0.1]",True,,,Wayward,Half Volley,Open Play,,,,0.0024343692,3879645
59208,"[107.7, 29.0]",,Gonzalo Gerardo Higuaín,Center Forward,,Head,,"[120.0, 35.0, 0.5]",,,,Off T,Normal,Open Play,,,,0.005247922,3879645
59209,"[111.9, 35.4]",,Gonzalo Gerardo Higuaín,Center Forward,,Right Foot,,"[120.0, 42.1, 0.7]",True,,,Goal,Volley,Open Play,True,,,0.98908585,3879645
